"No.","Time","Source","Destination","Protocol","Length","Info"
"191","38.116740","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"193","38.167221","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"194","38.183516","192.168.2.107","5.42.169.125","UDP","89","51791  >  26508 Len=47"
"197","38.216926","192.168.2.107","5.42.169.125","UDP","110","51791  >  26508 Len=68"
"198","38.277839","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"204","38.528787","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"205","38.529045","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"210","38.778199","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"216","39.031744","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"217","39.033054","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"220","39.281669","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"223","39.531593","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"224","39.531796","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"227","39.782375","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"228","39.782553","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"231","40.032394","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"232","40.032623","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"233","40.283889","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"234","40.284218","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"247","40.533916","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"248","40.534229","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"255","40.784004","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"256","40.784254","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"259","41.034031","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"260","41.034341","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"265","41.284064","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"266","41.284301","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"271","41.534437","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"272","41.534674","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"276","41.784483","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"277","41.784702","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"280","42.034518","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"281","42.034729","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"285","42.285236","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"286","42.285460","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"290","42.534803","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"294","42.784534","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"295","42.784723","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"298","43.034586","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"299","43.034805","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"303","43.284623","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"304","43.284854","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"310","43.534976","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"315","43.784891","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"321","44.035315","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"322","44.035558","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"326","44.284952","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"327","44.285195","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"332","44.556665","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"333","44.556906","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"336","44.799086","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"340","45.055034","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"341","45.067078","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"349","45.317814","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"353","45.569337","192.168.2.107","5.42.169.125","UDP","76","51791  >  26508 Len=34"
"354","45.570013","192.168.2.107","5.42.169.125","UDP","109","51791  >  26508 Len=67"
"357","45.653326","192.168.2.107","5.42.169.125","UDP","113","51791  >  26508 Len=71"
"363","45.754508","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"367","45.793190","192.168.2.107","5.42.169.125","UDP","103","51791  >  26508 Len=61"
"369","45.808226","192.168.2.107","5.42.169.125","UDP","103","51791  >  26508 Len=61"
"372","45.826394","192.168.2.107","5.42.169.125","UDP","122","51791  >  26508 Len=80"
"378","45.915371","192.168.2.107","5.42.169.125","UDP","139","51791  >  26508 Len=97"
"385","45.985520","192.168.2.107","5.42.169.125","UDP","120","51791  >  26508 Len=78"
"387","46.008783","192.168.2.107","5.42.169.125","UDP","122","51791  >  26508 Len=80"
"389","46.017053","192.168.2.107","5.42.169.125","UDP","106","51791  >  26508 Len=64"
"401","46.189720","192.168.2.107","5.42.169.125","UDP","116","51791  >  26508 Len=74"
"405","46.239260","192.168.2.107","5.42.169.125","UDP","130","51791  >  26508 Len=88"
"407","46.249769","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"411","46.275097","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"412","46.284868","192.168.2.107","5.42.169.125","UDP","101","51791  >  26508 Len=59"
"416","46.327843","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"417","46.333861","192.168.2.107","5.42.169.125","UDP","100","51791  >  26508 Len=58"
"420","46.350826","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"422","46.368134","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"425","46.395550","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"427","46.413000","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"429","46.426275","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"431","46.445315","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"433","46.460567","192.168.2.107","5.42.169.125","UDP","130","51791  >  26508 Len=88"
"436","46.489964","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"437","46.497893","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"440","46.510627","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"442","46.527612","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"444","46.543254","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"447","46.566989","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"449","46.577164","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"451","46.597681","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"452","46.610150","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"455","46.626268","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"457","46.644065","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"459","46.659836","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"461","46.676091","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"463","46.692856","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"465","46.709620","192.168.2.107","5.42.169.125","UDP","130","51791  >  26508 Len=88"
"467","46.726293","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"469","46.742967","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"472","46.760644","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"474","46.778474","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"476","46.793600","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"478","46.809864","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"480","46.826150","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"482","46.843460","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"484","46.859551","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"486","46.876211","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"488","46.892983","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"490","46.909916","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"492","46.926246","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"495","46.943335","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"497","46.959593","192.168.2.107","5.42.169.125","UDP","130","51791  >  26508 Len=88"
"500","46.976205","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"502","46.992865","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"504","47.009523","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"506","47.027107","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"508","47.042864","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"510","47.059880","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"512","47.076141","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"514","47.093482","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"516","47.109678","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"519","47.126320","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"521","47.142965","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"523","47.159708","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"525","47.176167","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"528","47.193081","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"531","47.209727","192.168.2.107","5.42.169.125","UDP","130","51791  >  26508 Len=88"
"533","47.226306","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"535","47.243214","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"537","47.259663","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"540","47.279651","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"542","47.295076","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"544","47.310672","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"546","47.327758","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"548","47.343606","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"550","47.361887","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"552","47.377327","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"554","47.394456","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"557","47.414076","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"560","47.437003","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"562","47.456781","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"564","47.472111","192.168.2.107","5.42.169.125","UDP","130","51791  >  26508 Len=88"
"567","47.501802","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"569","47.517042","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"572","47.541545","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"574","47.552858","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"576","47.570687","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"579","47.598227","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"580","47.613936","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"582","47.627639","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"584","47.643911","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"587","47.662082","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"590","47.677895","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"593","47.691281","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"595","47.706731","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"597","47.723154","192.168.2.107","5.42.169.125","UDP","130","51791  >  26508 Len=88"
"599","47.739707","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"601","47.758277","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"603","47.775317","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"605","47.789528","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"607","47.806315","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"609","47.822758","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"611","47.840333","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"616","47.856261","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"618","47.872845","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"621","47.889542","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"624","47.907277","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"626","47.929928","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"630","47.943059","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"632","47.959232","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"635","47.978637","192.168.2.107","5.42.169.125","UDP","130","51791  >  26508 Len=88"
"637","47.989834","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"640","48.001205","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"642","48.012600","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"644","48.024354","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"647","48.036573","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"649","48.047178","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"652","48.059412","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"653","48.070909","192.168.2.107","5.42.169.125","UDP","101","51791  >  26508 Len=59"
"656","48.083105","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"659","48.094468","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"662","48.106095","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"666","48.118018","192.168.2.107","5.42.169.125","UDP","101","51791  >  26508 Len=59"
"667","48.129770","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"671","48.142333","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"673","48.153349","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"676","48.165584","192.168.2.107","5.42.169.125","UDP","101","51791  >  26508 Len=59"
"678","48.178554","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"683","48.213073","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"685","48.225614","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"688","48.241537","192.168.2.107","5.42.169.125","UDP","130","51791  >  26508 Len=88"
"691","48.255842","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"693","48.263229","192.168.2.107","5.42.169.125","UDP","101","51791  >  26508 Len=59"
"697","48.288835","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"702","48.312694","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"707","48.344690","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"710","48.360752","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"712","48.374743","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"715","48.388080","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"718","48.405179","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"721","48.415700","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"723","48.429951","192.168.2.107","5.42.169.125","UDP","101","51791  >  26508 Len=59"
"726","48.443918","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"729","48.460885","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"732","48.481808","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"734","48.491828","192.168.2.107","5.42.169.125","UDP","130","51791  >  26508 Len=88"
"737","48.504029","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"740","48.527492","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"743","48.538908","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"746","48.550676","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"749","48.574512","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"752","48.585998","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"756","48.609538","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"758","48.622011","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"760","48.633172","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"763","48.644660","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"766","48.656935","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"768","48.668214","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"771","48.679994","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"773","48.692027","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"776","48.703580","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"779","48.716461","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"780","48.727141","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"783","48.738874","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"785","48.750715","192.168.2.107","5.42.169.125","UDP","130","51791  >  26508 Len=88"
"788","48.762450","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"790","48.776579","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"792","48.786167","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"795","48.798607","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"797","48.810442","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"801","48.833726","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"804","48.845490","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"809","48.866247","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"812","48.873735","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"814","48.884060","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"817","48.896355","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"819","48.910823","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"822","48.925213","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"825","48.936009","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"827","48.946007","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"831","48.966145","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"834","48.986084","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"837","49.002265","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"839","49.012911","192.168.2.107","5.42.169.125","UDP","130","51791  >  26508 Len=88"
"841","49.033718","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"843","49.046099","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"845","49.054801","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"846","49.066273","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"848","49.078459","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"850","49.091805","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"852","49.102040","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"854","49.126442","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"856","49.138955","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"858","49.150826","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"859","49.164072","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"861","49.175315","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"863","49.185544","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"865","49.197837","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"867","49.209505","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"869","49.226494","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"870","49.233844","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"872","49.247955","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"874","49.258216","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"876","49.271655","192.168.2.107","5.42.169.125","UDP","130","51791  >  26508 Len=88"
"877","49.282612","192.168.2.107","5.42.169.125","UDP","101","51791  >  26508 Len=59"
"879","49.294030","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"881","49.305239","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"883","49.317170","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"884","49.328842","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"886","49.342872","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"888","49.352368","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"890","49.367687","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"892","49.378316","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"893","49.388383","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"895","49.402144","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"897","49.414049","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"899","49.424798","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"901","49.448632","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"903","49.458899","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"905","49.472588","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"907","49.496124","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"909","49.507807","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"911","49.518316","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"913","49.534894","192.168.2.107","5.42.169.125","UDP","117","51791  >  26508 Len=75"
"915","49.543912","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"917","49.555858","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"919","49.567549","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"924","49.580407","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"926","49.591881","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"928","49.606448","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"933","49.622912","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"934","49.633896","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"936","49.645482","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"938","49.661429","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"940","49.668451","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"941","49.679640","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"946","49.695243","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"947","49.704053","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"952","49.721871","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"954","49.733265","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"957","49.767927","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"962","49.805156","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"967","49.820417","192.168.2.107","5.42.169.125","UDP","130","51791  >  26508 Len=88"
"969","49.837820","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"970","49.844136","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"972","49.855940","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"974","49.876786","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"976","49.893617","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"981","49.936457","192.168.2.107","5.42.169.125","UDP","100","51791  >  26508 Len=58"
"985","49.987942","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"988","49.997292","192.168.2.107","5.42.169.125","UDP","100","51791  >  26508 Len=58"
"990","50.008449","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"994","50.046919","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"998","50.055991","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"1002","50.084041","192.168.2.107","5.42.169.125","UDP","130","51791  >  26508 Len=88"
"1005","50.122061","192.168.2.107","5.42.169.125","UDP","100","51791  >  26508 Len=58"
"1007","50.133352","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"1009","50.142844","192.168.2.107","5.42.169.125","UDP","86","51791  >  26508 Len=44"
"1012","50.170159","192.168.2.107","5.42.169.125","UDP","99","51791  >  26508 Len=57"
"1017","50.242547","192.168.2.107","5.42.169.125","UDP","100","51791  >  26508 Len=58"
