"No.","Time","Source","Destination","Protocol","Length","Info"
"364","45.765988","5.42.169.125","192.168.2.107","UDP","1262","26508  >  51791 Len=1220"
"366","45.780987","5.42.169.125","192.168.2.107","UDP","1261","26508  >  51791 Len=1219"
"368","45.795986","5.42.169.125","192.168.2.107","UDP","1216","26508  >  51791 Len=1174"
"370","45.809191","5.42.169.125","192.168.2.107","UDP","84","26508  >  51791 Len=42"
"371","45.825992","5.42.169.125","192.168.2.107","UDP","105","26508  >  51791 Len=63"
"373","45.840987","5.42.169.125","192.168.2.107","UDP","84","26508  >  51791 Len=42"
"374","45.855988","5.42.169.125","192.168.2.107","UDP","84","26508  >  51791 Len=42"
"375","45.870989","5.42.169.125","192.168.2.107","UDP","105","26508  >  51791 Len=63"
"376","45.884989","5.42.169.125","192.168.2.107","UDP","84","26508  >  51791 Len=42"
"377","45.901972","5.42.169.125","192.168.2.107","UDP","84","26508  >  51791 Len=42"
"379","45.923991","5.42.169.125","192.168.2.107","UDP","942","26508  >  51791 Len=900"
"380","45.935988","5.42.169.125","192.168.2.107","UDP","544","26508  >  51791 Len=502"
"381","45.949517","5.42.169.125","192.168.2.107","UDP","139","26508  >  51791 Len=97"
"382","45.964989","5.42.169.125","192.168.2.107","UDP","95","26508  >  51791 Len=53"
"384","45.980210","5.42.169.125","192.168.2.107","UDP","135","26508  >  51791 Len=93"
"386","45.995994","5.42.169.125","192.168.2.107","UDP","84","26508  >  51791 Len=42"
"388","46.010474","5.42.169.125","192.168.2.107","UDP","95","26508  >  51791 Len=53"
"390","46.026998","5.42.169.125","192.168.2.107","UDP","242","26508  >  51791 Len=200"
"391","46.041997","5.42.169.125","192.168.2.107","UDP","221","26508  >  51791 Len=179"
"392","46.056997","5.42.169.125","192.168.2.107","UDP","256","26508  >  51791 Len=214"
"393","46.071998","5.42.169.125","192.168.2.107","UDP","242","26508  >  51791 Len=200"
"394","46.086995","5.42.169.125","192.168.2.107","UDP","248","26508  >  51791 Len=206"
"395","46.102996","5.42.169.125","192.168.2.107","UDP","222","26508  >  51791 Len=180"
"396","46.117995","5.42.169.125","192.168.2.107","UDP","242","26508  >  51791 Len=200"
"397","46.133997","5.42.169.125","192.168.2.107","UDP","222","26508  >  51791 Len=180"
"398","46.148997","5.42.169.125","192.168.2.107","UDP","222","26508  >  51791 Len=180"
"399","46.165000","5.42.169.125","192.168.2.107","UDP","245","26508  >  51791 Len=203"
"400","46.179999","5.42.169.125","192.168.2.107","UDP","224","26508  >  51791 Len=182"
"402","46.194998","5.42.169.125","192.168.2.107","UDP","224","26508  >  51791 Len=182"
"403","46.210998","5.42.169.125","192.168.2.107","UDP","264","26508  >  51791 Len=222"
"404","46.224622","5.42.169.125","192.168.2.107","UDP","140","26508  >  51791 Len=98"
"406","46.241998","5.42.169.125","192.168.2.107","UDP","167","26508  >  51791 Len=125"
"408","46.255998","5.42.169.125","192.168.2.107","UDP","160","26508  >  51791 Len=118"
"409","46.270001","5.42.169.125","192.168.2.107","UDP","171","26508  >  51791 Len=129"
"413","46.286999","5.42.169.125","192.168.2.107","UDP","84","26508  >  51791 Len=42"
"414","46.301002","5.42.169.125","192.168.2.107","UDP","117","26508  >  51791 Len=75"
"415","46.316293","5.42.169.125","192.168.2.107","UDP","139","26508  >  51791 Len=97"
"418","46.334000","5.42.169.125","192.168.2.107","UDP","118","26508  >  51791 Len=76"
"419","46.347003","5.42.169.125","192.168.2.107","UDP","118","26508  >  51791 Len=76"
"421","46.363003","5.42.169.125","192.168.2.107","UDP","127","26508  >  51791 Len=85"
"423","46.378003","5.42.169.125","192.168.2.107","UDP","105","26508  >  51791 Len=63"
"424","46.394004","5.42.169.125","192.168.2.107","UDP","105","26508  >  51791 Len=63"
"426","46.407520","5.42.169.125","192.168.2.107","UDP","126","26508  >  51791 Len=84"
"428","46.422906","5.42.169.125","192.168.2.107","UDP","116","26508  >  51791 Len=74"
"430","46.438009","5.42.169.125","192.168.2.107","UDP","105","26508  >  51791 Len=63"
"432","46.453482","5.42.169.125","192.168.2.107","UDP","126","26508  >  51791 Len=84"
"434","46.469005","5.42.169.125","192.168.2.107","UDP","105","26508  >  51791 Len=63"
"435","46.485004","5.42.169.125","192.168.2.107","UDP","105","26508  >  51791 Len=63"
"439","46.499798","5.42.169.125","192.168.2.107","UDP","182","26508  >  51791 Len=140"
"441","46.515005","5.42.169.125","192.168.2.107","UDP","107","26508  >  51791 Len=65"
"443","46.530007","5.42.169.125","192.168.2.107","UDP","107","26508  >  51791 Len=65"
"445","46.546005","5.42.169.125","192.168.2.107","UDP","133","26508  >  51791 Len=91"
"446","46.561008","5.42.169.125","192.168.2.107","UDP","112","26508  >  51791 Len=70"
"448","46.576423","5.42.169.125","192.168.2.107","UDP","112","26508  >  51791 Len=70"
"450","46.592016","5.42.169.125","192.168.2.107","UDP","133","26508  >  51791 Len=91"
"453","46.610646","5.42.169.125","192.168.2.107","UDP","107","26508  >  51791 Len=65"
"454","46.622019","5.42.169.125","192.168.2.107","UDP","97","26508  >  51791 Len=55"
"456","46.637514","5.42.169.125","192.168.2.107","UDP","105","26508  >  51791 Len=63"
"458","46.653058","5.42.169.125","192.168.2.107","UDP","183","26508  >  51791 Len=141"
"460","46.668012","5.42.169.125","192.168.2.107","UDP","105","26508  >  51791 Len=63"
"462","46.683012","5.42.169.125","192.168.2.107","UDP","105","26508  >  51791 Len=63"
"464","46.699011","5.42.169.125","192.168.2.107","UDP","126","26508  >  51791 Len=84"
"466","46.714008","5.42.169.125","192.168.2.107","UDP","105","26508  >  51791 Len=63"
"468","46.728664","5.42.169.125","192.168.2.107","UDP","106","26508  >  51791 Len=64"
"470","46.744912","5.42.169.125","192.168.2.107","UDP","182","26508  >  51791 Len=140"
"471","46.760012","5.42.169.125","192.168.2.107","UDP","107","26508  >  51791 Len=65"
"473","46.775013","5.42.169.125","192.168.2.107","UDP","107","26508  >  51791 Len=65"
"475","46.790617","5.42.169.125","192.168.2.107","UDP","137","26508  >  51791 Len=95"
"477","46.805476","5.42.169.125","192.168.2.107","UDP","117","26508  >  51791 Len=75"
"479","46.820786","5.42.169.125","192.168.2.107","UDP","107","26508  >  51791 Len=65"
"481","46.835857","5.42.169.125","192.168.2.107","UDP","128","26508  >  51791 Len=86"
"483","46.850634","5.42.169.125","192.168.2.107","UDP","107","26508  >  51791 Len=65"
"485","46.866130","5.42.169.125","192.168.2.107","UDP","107","26508  >  51791 Len=65"
"487","46.881697","5.42.169.125","192.168.2.107","UDP","158","26508  >  51791 Len=116"
"489","46.896876","5.42.169.125","192.168.2.107","UDP","151","26508  >  51791 Len=109"
"491","46.912013","5.42.169.125","192.168.2.107","UDP","110","26508  >  51791 Len=68"
"493","46.933469","5.42.169.125","192.168.2.107","UDP","126","26508  >  51791 Len=84"
"494","46.942717","5.42.169.125","192.168.2.107","UDP","95","26508  >  51791 Len=53"
"496","46.957534","5.42.169.125","192.168.2.107","UDP","105","26508  >  51791 Len=63"
"499","46.972784","5.42.169.125","192.168.2.107","UDP","105","26508  >  51791 Len=63"
"501","46.987609","5.42.169.125","192.168.2.107","UDP","180","26508  >  51791 Len=138"
"503","47.002888","5.42.169.125","192.168.2.107","UDP","105","26508  >  51791 Len=63"
"505","47.019112","5.42.169.125","192.168.2.107","UDP","105","26508  >  51791 Len=63"
"507","47.033904","5.42.169.125","192.168.2.107","UDP","126","26508  >  51791 Len=84"
"509","47.049201","5.42.169.125","192.168.2.107","UDP","105","26508  >  51791 Len=63"
"511","47.065021","5.42.169.125","192.168.2.107","UDP","105","26508  >  51791 Len=63"
"513","47.080021","5.42.169.125","192.168.2.107","UDP","126","26508  >  51791 Len=84"
"515","47.095017","5.42.169.125","192.168.2.107","UDP","105","26508  >  51791 Len=63"
"517","47.110497","5.42.169.125","192.168.2.107","UDP","115","26508  >  51791 Len=73"
"518","47.126019","5.42.169.125","192.168.2.107","UDP","126","26508  >  51791 Len=84"
"520","47.139825","5.42.169.125","192.168.2.107","UDP","107","26508  >  51791 Len=65"
"522","47.156024","5.42.169.125","192.168.2.107","UDP","108","26508  >  51791 Len=66"
"524","47.170664","5.42.169.125","192.168.2.107","UDP","139","26508  >  51791 Len=97"
"527","47.186161","5.42.169.125","192.168.2.107","UDP","152","26508  >  51791 Len=110"
"529","47.200951","5.42.169.125","192.168.2.107","UDP","120","26508  >  51791 Len=78"
"532","47.216478","5.42.169.125","192.168.2.107","UDP","141","26508  >  51791 Len=99"
"534","47.231771","5.42.169.125","192.168.2.107","UDP","146","26508  >  51791 Len=104"
"536","47.247021","5.42.169.125","192.168.2.107","UDP","175","26508  >  51791 Len=133"
"538","47.262022","5.42.169.125","192.168.2.107","UDP","99","26508  >  51791 Len=57"
"539","47.278026","5.42.169.125","192.168.2.107","UDP","141","26508  >  51791 Len=99"
"541","47.293027","5.42.169.125","192.168.2.107","UDP","120","26508  >  51791 Len=78"
"543","47.307025","5.42.169.125","192.168.2.107","UDP","120","26508  >  51791 Len=78"
"545","47.322931","5.42.169.125","192.168.2.107","UDP","164","26508  >  51791 Len=122"
"547","47.338031","5.42.169.125","192.168.2.107","UDP","131","26508  >  51791 Len=89"
"549","47.354026","5.42.169.125","192.168.2.107","UDP","131","26508  >  51791 Len=89"
"551","47.370026","5.42.169.125","192.168.2.107","UDP","136","26508  >  51791 Len=94"
"553","47.384753","5.42.169.125","192.168.2.107","UDP","113","26508  >  51791 Len=71"
"555","47.403026","5.42.169.125","192.168.2.107","UDP","812","26508  >  51791 Len=770"
"558","47.416023","5.42.169.125","192.168.2.107","UDP","156","26508  >  51791 Len=114"
"559","47.431029","5.42.169.125","192.168.2.107","UDP","113","26508  >  51791 Len=71"
"561","47.446026","5.42.169.125","192.168.2.107","UDP","191","26508  >  51791 Len=149"
"563","47.461026","5.42.169.125","192.168.2.107","UDP","235","26508  >  51791 Len=193"
"565","47.475789","5.42.169.125","192.168.2.107","UDP","184","26508  >  51791 Len=142"
"566","47.492027","5.42.169.125","192.168.2.107","UDP","158","26508  >  51791 Len=116"
"568","47.508031","5.42.169.125","192.168.2.107","UDP","219","26508  >  51791 Len=177"
"570","47.521026","5.42.169.125","192.168.2.107","UDP","137","26508  >  51791 Len=95"
"571","47.537031","5.42.169.125","192.168.2.107","UDP","137","26508  >  51791 Len=95"
"573","47.552029","5.42.169.125","192.168.2.107","UDP","160","26508  >  51791 Len=118"
"575","47.567961","5.42.169.125","192.168.2.107","UDP","139","26508  >  51791 Len=97"
"577","47.582030","5.42.169.125","192.168.2.107","UDP","105","26508  >  51791 Len=63"
"578","47.597619","5.42.169.125","192.168.2.107","UDP","130","26508  >  51791 Len=88"
"581","47.619030","5.42.169.125","192.168.2.107","UDP","167","26508  >  51791 Len=125"
"583","47.628445","5.42.169.125","192.168.2.107","UDP","146","26508  >  51791 Len=104"
"585","47.644030","5.42.169.125","192.168.2.107","UDP","146","26508  >  51791 Len=104"
"586","47.660033","5.42.169.125","192.168.2.107","UDP","226","26508  >  51791 Len=184"
"588","47.674033","5.42.169.125","192.168.2.107","UDP","157","26508  >  51791 Len=115"
"592","47.690032","5.42.169.125","192.168.2.107","UDP","156","26508  >  51791 Len=114"
"594","47.705728","5.42.169.125","192.168.2.107","UDP","177","26508  >  51791 Len=135"
"596","47.720032","5.42.169.125","192.168.2.107","UDP","129","26508  >  51791 Len=87"
"598","47.735336","5.42.169.125","192.168.2.107","UDP","128","26508  >  51791 Len=86"
"600","47.751034","5.42.169.125","192.168.2.107","UDP","201","26508  >  51791 Len=159"
"602","47.765626","5.42.169.125","192.168.2.107","UDP","162","26508  >  51791 Len=120"
"604","47.781036","5.42.169.125","192.168.2.107","UDP","135","26508  >  51791 Len=93"
"606","47.796035","5.42.169.125","192.168.2.107","UDP","163","26508  >  51791 Len=121"
"608","47.812036","5.42.169.125","192.168.2.107","UDP","139","26508  >  51791 Len=97"
"610","47.828036","5.42.169.125","192.168.2.107","UDP","139","26508  >  51791 Len=97"
"612","47.843034","5.42.169.125","192.168.2.107","UDP","150","26508  >  51791 Len=108"
"617","47.858033","5.42.169.125","192.168.2.107","UDP","129","26508  >  51791 Len=87"
"619","47.873038","5.42.169.125","192.168.2.107","UDP","129","26508  >  51791 Len=87"
"620","47.889037","5.42.169.125","192.168.2.107","UDP","152","26508  >  51791 Len=110"
"623","47.904038","5.42.169.125","192.168.2.107","UDP","201","26508  >  51791 Len=159"
"625","47.919128","5.42.169.125","192.168.2.107","UDP","131","26508  >  51791 Len=89"
"629","47.935036","5.42.169.125","192.168.2.107","UDP","98","26508  >  51791 Len=56"
"631","47.951041","5.42.169.125","192.168.2.107","UDP","151","26508  >  51791 Len=109"
"634","47.965040","5.42.169.125","192.168.2.107","UDP","130","26508  >  51791 Len=88"
"636","47.981038","5.42.169.125","192.168.2.107","UDP","130","26508  >  51791 Len=88"
"639","47.995039","5.42.169.125","192.168.2.107","UDP","151","26508  >  51791 Len=109"
"641","48.011043","5.42.169.125","192.168.2.107","UDP","186","26508  >  51791 Len=144"
"645","48.026039","5.42.169.125","192.168.2.107","UDP","131","26508  >  51791 Len=89"
"648","48.041350","5.42.169.125","192.168.2.107","UDP","159","26508  >  51791 Len=117"
"651","48.056055","5.42.169.125","192.168.2.107","UDP","139","26508  >  51791 Len=97"
"654","48.072038","5.42.169.125","192.168.2.107","UDP","139","26508  >  51791 Len=97"
"657","48.087040","5.42.169.125","192.168.2.107","UDP","157","26508  >  51791 Len=115"
"661","48.102388","5.42.169.125","192.168.2.107","UDP","141","26508  >  51791 Len=99"
"665","48.117840","5.42.169.125","192.168.2.107","UDP","141","26508  >  51791 Len=99"
"669","48.134039","5.42.169.125","192.168.2.107","UDP","158","26508  >  51791 Len=116"
"672","48.148712","5.42.169.125","192.168.2.107","UDP","137","26508  >  51791 Len=95"
"675","48.165514","5.42.169.125","192.168.2.107","UDP","137","26508  >  51791 Len=95"
"679","48.186580","5.42.169.125","192.168.2.107","UDP","892","26508  >  51791 Len=850"
"681","48.196750","5.42.169.125","192.168.2.107","UDP","154","26508  >  51791 Len=112"
"682","48.210862","5.42.169.125","192.168.2.107","UDP","129","26508  >  51791 Len=87"
"686","48.228046","5.42.169.125","192.168.2.107","UDP","163","26508  >  51791 Len=121"
"689","48.243042","5.42.169.125","192.168.2.107","UDP","148","26508  >  51791 Len=106"
"692","48.258043","5.42.169.125","192.168.2.107","UDP","174","26508  >  51791 Len=132"
"695","48.273425","5.42.169.125","192.168.2.107","UDP","232","26508  >  51791 Len=190"
"698","48.289046","5.42.169.125","192.168.2.107","UDP","150","26508  >  51791 Len=108"
"700","48.303045","5.42.169.125","192.168.2.107","UDP","150","26508  >  51791 Len=108"
"704","48.318047","5.42.169.125","192.168.2.107","UDP","103","26508  >  51791 Len=61"
"706","48.335046","5.42.169.125","192.168.2.107","UDP","171","26508  >  51791 Len=129"
"708","48.349046","5.42.169.125","192.168.2.107","UDP","150","26508  >  51791 Len=108"
"711","48.364046","5.42.169.125","192.168.2.107","UDP","150","26508  >  51791 Len=108"
"714","48.380041","5.42.169.125","192.168.2.107","UDP","172","26508  >  51791 Len=130"
"717","48.395050","5.42.169.125","192.168.2.107","UDP","163","26508  >  51791 Len=121"
"719","48.411053","5.42.169.125","192.168.2.107","UDP","153","26508  >  51791 Len=111"
"722","48.424923","5.42.169.125","192.168.2.107","UDP","169","26508  >  51791 Len=127"
"725","48.440049","5.42.169.125","192.168.2.107","UDP","203","26508  >  51791 Len=161"
"728","48.456048","5.42.169.125","192.168.2.107","UDP","162","26508  >  51791 Len=120"
"730","48.470768","5.42.169.125","192.168.2.107","UDP","211","26508  >  51791 Len=169"
"733","48.487052","5.42.169.125","192.168.2.107","UDP","190","26508  >  51791 Len=148"
"736","48.500757","5.42.169.125","192.168.2.107","UDP","173","26508  >  51791 Len=131"
"739","48.516288","5.42.169.125","192.168.2.107","UDP","171","26508  >  51791 Len=129"
"741","48.531597","5.42.169.125","192.168.2.107","UDP","200","26508  >  51791 Len=158"
"744","48.546873","5.42.169.125","192.168.2.107","UDP","145","26508  >  51791 Len=103"
"748","48.563426","5.42.169.125","192.168.2.107","UDP","166","26508  >  51791 Len=124"
"751","48.579052","5.42.169.125","192.168.2.107","UDP","143","26508  >  51791 Len=101"
"754","48.602056","5.42.169.125","192.168.2.107","UDP","143","26508  >  51791 Len=101"
"755","48.609463","5.42.169.125","192.168.2.107","UDP","164","26508  >  51791 Len=122"
"759","48.624213","5.42.169.125","192.168.2.107","UDP","144","26508  >  51791 Len=102"
"762","48.639838","5.42.169.125","192.168.2.107","UDP","144","26508  >  51791 Len=102"
"764","48.654055","5.42.169.125","192.168.2.107","UDP","98","26508  >  51791 Len=56"
"769","48.670053","5.42.169.125","192.168.2.107","UDP","162","26508  >  51791 Len=120"
"772","48.685056","5.42.169.125","192.168.2.107","UDP","152","26508  >  51791 Len=110"
"775","48.699875","5.42.169.125","192.168.2.107","UDP","176","26508  >  51791 Len=134"
"778","48.716054","5.42.169.125","192.168.2.107","UDP","178","26508  >  51791 Len=136"
"781","48.730142","5.42.169.125","192.168.2.107","UDP","156","26508  >  51791 Len=114"
"784","48.747632","5.42.169.125","192.168.2.107","UDP","156","26508  >  51791 Len=114"
"787","48.761056","5.42.169.125","192.168.2.107","UDP","162","26508  >  51791 Len=120"
"791","48.777233","5.42.169.125","192.168.2.107","UDP","141","26508  >  51791 Len=99"
"793","48.792060","5.42.169.125","192.168.2.107","UDP","195","26508  >  51791 Len=153"
"796","48.807243","5.42.169.125","192.168.2.107","UDP","161","26508  >  51791 Len=119"
"799","48.823059","5.42.169.125","192.168.2.107","UDP","141","26508  >  51791 Len=99"
"803","48.838051","5.42.169.125","192.168.2.107","UDP","135","26508  >  51791 Len=93"
"806","48.853059","5.42.169.125","192.168.2.107","UDP","161","26508  >  51791 Len=119"
"810","48.867617","5.42.169.125","192.168.2.107","UDP","141","26508  >  51791 Len=99"
"815","48.884060","5.42.169.125","192.168.2.107","UDP","141","26508  >  51791 Len=99"
"818","48.899059","5.42.169.125","192.168.2.107","UDP","187","26508  >  51791 Len=145"
"820","48.914060","5.42.169.125","192.168.2.107","UDP","142","26508  >  51791 Len=100"
"823","48.929739","5.42.169.125","192.168.2.107","UDP","143","26508  >  51791 Len=101"
"826","48.945062","5.42.169.125","192.168.2.107","UDP","163","26508  >  51791 Len=121"
"830","48.960060","5.42.169.125","192.168.2.107","UDP","142","26508  >  51791 Len=100"
"833","48.975061","5.42.169.125","192.168.2.107","UDP","143","26508  >  51791 Len=101"
"835","48.989061","5.42.169.125","192.168.2.107","UDP","104","26508  >  51791 Len=62"
"838","49.005501","5.42.169.125","192.168.2.107","UDP","169","26508  >  51791 Len=127"
"840","49.021000","5.42.169.125","192.168.2.107","UDP","147","26508  >  51791 Len=105"
"842","49.036064","5.42.169.125","192.168.2.107","UDP","153","26508  >  51791 Len=111"
"844","49.052066","5.42.169.125","192.168.2.107","UDP","222","26508  >  51791 Len=180"
"847","49.067626","5.42.169.125","192.168.2.107","UDP","143","26508  >  51791 Len=101"
"849","49.082377","5.42.169.125","192.168.2.107","UDP","143","26508  >  51791 Len=101"
"851","49.098065","5.42.169.125","192.168.2.107","UDP","162","26508  >  51791 Len=120"
"853","49.114067","5.42.169.125","192.168.2.107","UDP","141","26508  >  51791 Len=99"
"855","49.129064","5.42.169.125","192.168.2.107","UDP","140","26508  >  51791 Len=98"
"857","49.145065","5.42.169.125","192.168.2.107","UDP","161","26508  >  51791 Len=119"
"860","49.167064","5.42.169.125","192.168.2.107","UDP","142","26508  >  51791 Len=100"
"862","49.178406","5.42.169.125","192.168.2.107","UDP","152","26508  >  51791 Len=110"
"864","49.191587","5.42.169.125","192.168.2.107","UDP","161","26508  >  51791 Len=119"
"866","49.206406","5.42.169.125","192.168.2.107","UDP","142","26508  >  51791 Len=100"
"868","49.222068","5.42.169.125","192.168.2.107","UDP","142","26508  >  51791 Len=100"
"871","49.237586","5.42.169.125","192.168.2.107","UDP","162","26508  >  51791 Len=120"
"873","49.254070","5.42.169.125","192.168.2.107","UDP","155","26508  >  51791 Len=113"
"875","49.267224","5.42.169.125","192.168.2.107","UDP","145","26508  >  51791 Len=103"
"878","49.283067","5.42.169.125","192.168.2.107","UDP","186","26508  >  51791 Len=144"
"880","49.298072","5.42.169.125","192.168.2.107","UDP","165","26508  >  51791 Len=123"
"882","49.313072","5.42.169.125","192.168.2.107","UDP","219","26508  >  51791 Len=177"
"885","49.331069","5.42.169.125","192.168.2.107","UDP","164","26508  >  51791 Len=122"
"887","49.344067","5.42.169.125","192.168.2.107","UDP","145","26508  >  51791 Len=103"
"889","49.359483","5.42.169.125","192.168.2.107","UDP","174","26508  >  51791 Len=132"
"891","49.374033","5.42.169.125","192.168.2.107","UDP","110","26508  >  51791 Len=68"
"894","49.390917","5.42.169.125","192.168.2.107","UDP","194","26508  >  51791 Len=152"
"896","49.404533","5.42.169.125","192.168.2.107","UDP","184","26508  >  51791 Len=142"
"898","49.419675","5.42.169.125","192.168.2.107","UDP","165","26508  >  51791 Len=123"
"900","49.435072","5.42.169.125","192.168.2.107","UDP","176","26508  >  51791 Len=134"
"902","49.451072","5.42.169.125","192.168.2.107","UDP","155","26508  >  51791 Len=113"
"904","49.466067","5.42.169.125","192.168.2.107","UDP","155","26508  >  51791 Len=113"
"906","49.482074","5.42.169.125","192.168.2.107","UDP","171","26508  >  51791 Len=129"
"908","49.496757","5.42.169.125","192.168.2.107","UDP","150","26508  >  51791 Len=108"
"910","49.511694","5.42.169.125","192.168.2.107","UDP","150","26508  >  51791 Len=108"
"912","49.527075","5.42.169.125","192.168.2.107","UDP","170","26508  >  51791 Len=128"
"916","49.544077","5.42.169.125","192.168.2.107","UDP","149","26508  >  51791 Len=107"
"918","49.557482","5.42.169.125","192.168.2.107","UDP","149","26508  >  51791 Len=107"
"920","49.572074","5.42.169.125","192.168.2.107","UDP","226","26508  >  51791 Len=184"
"925","49.588077","5.42.169.125","192.168.2.107","UDP","161","26508  >  51791 Len=119"
"927","49.602077","5.42.169.125","192.168.2.107","UDP","154","26508  >  51791 Len=112"
