"No.","Time","Source","Destination","Protocol","Length","Info"
"31857","359.496349","5.42.173.252","192.168.2.107","UDP","456","26515  >  61165 Len=414"
"31859","359.512227","5.42.173.252","192.168.2.107","UDP","461","26515  >  61165 Len=419"
"31862","359.527228","5.42.173.252","192.168.2.107","UDP","443","26515  >  61165 Len=401"
"31865","359.543227","5.42.173.252","192.168.2.107","UDP","409","26515  >  61165 Len=367"
"31867","359.557234","5.42.173.252","192.168.2.107","UDP","375","26515  >  61165 Len=333"
"31869","359.572228","5.42.173.252","192.168.2.107","UDP","389","26515  >  61165 Len=347"
"31870","359.588230","5.42.173.252","192.168.2.107","UDP","482","26515  >  61165 Len=440"
"31873","359.603238","5.42.173.252","192.168.2.107","UDP","377","26515  >  61165 Len=335"
"31874","359.617741","5.42.173.252","192.168.2.107","UDP","371","26515  >  61165 Len=329"
"31877","359.634227","5.42.173.252","192.168.2.107","UDP","367","26515  >  61165 Len=325"
"31879","359.650231","5.42.173.252","192.168.2.107","UDP","392","26515  >  61165 Len=350"
"31880","359.664231","5.42.173.252","192.168.2.107","UDP","372","26515  >  61165 Len=330"
"31882","359.680060","5.42.173.252","192.168.2.107","UDP","379","26515  >  61165 Len=337"
"31884","359.694230","5.42.173.252","192.168.2.107","UDP","381","26515  >  61165 Len=339"
"31886","359.708233","5.42.173.252","192.168.2.107","UDP","166","26515  >  61165 Len=124"
"31889","359.726228","5.42.173.252","192.168.2.107","UDP","329","26515  >  61165 Len=287"
"31890","359.744231","5.42.173.252","192.168.2.107","UDP","940","26515  >  61165 Len=898"
"31892","359.757231","5.42.173.252","192.168.2.107","UDP","723","26515  >  61165 Len=681"
"31894","359.771234","5.42.173.252","192.168.2.107","UDP","424","26515  >  61165 Len=382"
"31896","359.787232","5.42.173.252","192.168.2.107","UDP","410","26515  >  61165 Len=368"
"31898","359.802235","5.42.173.252","192.168.2.107","UDP","481","26515  >  61165 Len=439"
"31901","359.817506","5.42.173.252","192.168.2.107","UDP","390","26515  >  61165 Len=348"
"31902","359.834236","5.42.173.252","192.168.2.107","UDP","393","26515  >  61165 Len=351"
"31905","359.849238","5.42.173.252","192.168.2.107","UDP","386","26515  >  61165 Len=344"
"31907","359.866234","5.42.173.252","192.168.2.107","UDP","827","26515  >  61165 Len=785"
"31909","359.882237","5.42.173.252","192.168.2.107","UDP","934","26515  >  61165 Len=892"
"31911","359.895237","5.42.173.252","192.168.2.107","UDP","407","26515  >  61165 Len=365"
"31912","359.910824","5.42.173.252","192.168.2.107","UDP","608","26515  >  61165 Len=566"
"31915","359.927620","5.42.173.252","192.168.2.107","UDP","597","26515  >  61165 Len=555"
"31916","359.940901","5.42.173.252","192.168.2.107","UDP","386","26515  >  61165 Len=344"
"31918","359.955520","5.42.173.252","192.168.2.107","UDP","367","26515  >  61165 Len=325"
"31921","359.972237","5.42.173.252","192.168.2.107","UDP","398","26515  >  61165 Len=356"
"31923","359.987239","5.42.173.252","192.168.2.107","UDP","504","26515  >  61165 Len=462"
"31924","360.002050","5.42.173.252","192.168.2.107","UDP","433","26515  >  61165 Len=391"
"31927","360.017822","5.42.173.252","192.168.2.107","UDP","416","26515  >  61165 Len=374"
"31930","360.033237","5.42.173.252","192.168.2.107","UDP","394","26515  >  61165 Len=352"
"31932","360.048241","5.42.173.252","192.168.2.107","UDP","390","26515  >  61165 Len=348"
"31933","360.064239","5.42.173.252","192.168.2.107","UDP","447","26515  >  61165 Len=405"
"31935","360.079238","5.42.173.252","192.168.2.107","UDP","463","26515  >  61165 Len=421"
"31937","360.095239","5.42.173.252","192.168.2.107","UDP","400","26515  >  61165 Len=358"
"31939","360.107240","5.42.173.252","192.168.2.107","UDP","238","26515  >  61165 Len=196"
"31941","360.126239","5.42.173.252","192.168.2.107","UDP","401","26515  >  61165 Len=359"
"31942","360.139242","5.42.173.252","192.168.2.107","UDP","444","26515  >  61165 Len=402"
"31944","360.155245","5.42.173.252","192.168.2.107","UDP","412","26515  >  61165 Len=370"
"31946","360.170243","5.42.173.252","192.168.2.107","UDP","418","26515  >  61165 Len=376"
"31948","360.186241","5.42.173.252","192.168.2.107","UDP","418","26515  >  61165 Len=376"
"31950","360.203116","5.42.173.252","192.168.2.107","UDP","531","26515  >  61165 Len=489"
"31952","360.218246","5.42.173.252","192.168.2.107","UDP","485","26515  >  61165 Len=443"
"31954","360.232243","5.42.173.252","192.168.2.107","UDP","386","26515  >  61165 Len=344"
"31956","360.247245","5.42.173.252","192.168.2.107","UDP","397","26515  >  61165 Len=355"
"31958","360.263244","5.42.173.252","192.168.2.107","UDP","511","26515  >  61165 Len=469"
"31960","360.278244","5.42.173.252","192.168.2.107","UDP","444","26515  >  61165 Len=402"
"31962","360.293244","5.42.173.252","192.168.2.107","UDP","375","26515  >  61165 Len=333"
"31964","360.310246","5.42.173.252","192.168.2.107","UDP","480","26515  >  61165 Len=438"
"31966","360.323817","5.42.173.252","192.168.2.107","UDP","438","26515  >  61165 Len=396"
"31968","360.338246","5.42.173.252","192.168.2.107","UDP","371","26515  >  61165 Len=329"
"31969","360.354245","5.42.173.252","192.168.2.107","UDP","396","26515  >  61165 Len=354"
"31971","360.370247","5.42.173.252","192.168.2.107","UDP","421","26515  >  61165 Len=379"
"31973","360.385247","5.42.173.252","192.168.2.107","UDP","495","26515  >  61165 Len=453"
"31975","360.399647","5.42.173.252","192.168.2.107","UDP","380","26515  >  61165 Len=338"
"31978","360.414646","5.42.173.252","192.168.2.107","UDP","395","26515  >  61165 Len=353"
"31979","360.428177","5.42.173.252","192.168.2.107","UDP","218","26515  >  61165 Len=176"
"31981","360.445247","5.42.173.252","192.168.2.107","UDP","287","26515  >  61165 Len=245"
"31983","360.461252","5.42.173.252","192.168.2.107","UDP","400","26515  >  61165 Len=358"
"31986","360.476246","5.42.173.252","192.168.2.107","UDP","362","26515  >  61165 Len=320"
"31988","360.490253","5.42.173.252","192.168.2.107","UDP","392","26515  >  61165 Len=350"
"31992","360.507127","5.42.173.252","192.168.2.107","UDP","401","26515  >  61165 Len=359"
"31995","360.521253","5.42.173.252","192.168.2.107","UDP","405","26515  >  61165 Len=363"
"31998","360.537901","5.42.173.252","192.168.2.107","UDP","354","26515  >  61165 Len=312"
"31999","360.552254","5.42.173.252","192.168.2.107","UDP","353","26515  >  61165 Len=311"
"32000","360.567251","5.42.173.252","192.168.2.107","UDP","359","26515  >  61165 Len=317"
"32003","360.582251","5.42.173.252","192.168.2.107","UDP","354","26515  >  61165 Len=312"
"32005","360.598253","5.42.173.252","192.168.2.107","UDP","470","26515  >  61165 Len=428"
"32007","360.613251","5.42.173.252","192.168.2.107","UDP","390","26515  >  61165 Len=348"
"32008","360.629254","5.42.173.252","192.168.2.107","UDP","381","26515  >  61165 Len=339"
"32010","360.644254","5.42.173.252","192.168.2.107","UDP","372","26515  >  61165 Len=330"
"32013","360.659426","5.42.173.252","192.168.2.107","UDP","367","26515  >  61165 Len=325"
"32014","360.675689","5.42.173.252","192.168.2.107","UDP","677","26515  >  61165 Len=635"
"32016","360.696252","5.42.173.252","192.168.2.107","UDP","1267","26515  >  61165 Len=1225"
"32017","360.709252","5.42.173.252","192.168.2.107","UDP","1081","26515  >  61165 Len=1039"
"32020","360.723253","5.42.173.252","192.168.2.107","UDP","779","26515  >  61165 Len=737"
"32022","360.737266","5.42.173.252","192.168.2.107","UDP","419","26515  >  61165 Len=377"
"32024","360.753255","5.42.173.252","192.168.2.107","UDP","494","26515  >  61165 Len=452"
"32026","360.767254","5.42.173.252","192.168.2.107","UDP","402","26515  >  61165 Len=360"
"32028","360.784255","5.42.173.252","192.168.2.107","UDP","620","26515  >  61165 Len=578"
"32029","360.798255","5.42.173.252","192.168.2.107","UDP","387","26515  >  61165 Len=345"
"32031","360.812262","5.42.173.252","192.168.2.107","UDP","225","26515  >  61165 Len=183"
"32034","360.829258","5.42.173.252","192.168.2.107","UDP","475","26515  >  61165 Len=433"
"32036","360.846257","5.42.173.252","192.168.2.107","UDP","476","26515  >  61165 Len=434"
"32038","360.859256","5.42.173.252","192.168.2.107","UDP","400","26515  >  61165 Len=358"
"32040","360.875259","5.42.173.252","192.168.2.107","UDP","424","26515  >  61165 Len=382"
"32043","360.890259","5.42.173.252","192.168.2.107","UDP","476","26515  >  61165 Len=434"
"32045","360.904259","5.42.173.252","192.168.2.107","UDP","372","26515  >  61165 Len=330"
"32047","360.920259","5.42.173.252","192.168.2.107","UDP","397","26515  >  61165 Len=355"
"32050","360.935259","5.42.173.252","192.168.2.107","UDP","370","26515  >  61165 Len=328"
"32052","360.951262","5.42.173.252","192.168.2.107","UDP","357","26515  >  61165 Len=315"
"32054","360.966262","5.42.173.252","192.168.2.107","UDP","373","26515  >  61165 Len=331"
"32056","360.981261","5.42.173.252","192.168.2.107","UDP","373","26515  >  61165 Len=331"
"32058","360.996689","5.42.173.252","192.168.2.107","UDP","480","26515  >  61165 Len=438"
"32060","361.012261","5.42.173.252","192.168.2.107","UDP","366","26515  >  61165 Len=324"
"32063","361.028261","5.42.173.252","192.168.2.107","UDP","414","26515  >  61165 Len=372"
"32065","361.042259","5.42.173.252","192.168.2.107","UDP","357","26515  >  61165 Len=315"
"32067","361.058087","5.42.173.252","192.168.2.107","UDP","351","26515  >  61165 Len=309"
"32069","361.073261","5.42.173.252","192.168.2.107","UDP","390","26515  >  61165 Len=348"
"32072","361.091262","5.42.173.252","192.168.2.107","UDP","382","26515  >  61165 Len=340"
"32074","361.104264","5.42.173.252","192.168.2.107","UDP","376","26515  >  61165 Len=334"
"32075","361.120266","5.42.173.252","192.168.2.107","UDP","343","26515  >  61165 Len=301"
"32077","361.135264","5.42.173.252","192.168.2.107","UDP","344","26515  >  61165 Len=302"
"32080","361.150263","5.42.173.252","192.168.2.107","UDP","360","26515  >  61165 Len=318"
"32082","361.164262","5.42.173.252","192.168.2.107","UDP","190","26515  >  61165 Len=148"
"32084","361.181269","5.42.173.252","192.168.2.107","UDP","340","26515  >  61165 Len=298"
"32086","361.197265","5.42.173.252","192.168.2.107","UDP","444","26515  >  61165 Len=402"
"32089","361.212265","5.42.173.252","192.168.2.107","UDP","359","26515  >  61165 Len=317"
"32091","361.229266","5.42.173.252","192.168.2.107","UDP","840","26515  >  61165 Len=798"
"32093","361.242267","5.42.173.252","192.168.2.107","UDP","422","26515  >  61165 Len=380"
"32095","361.257608","5.42.173.252","192.168.2.107","UDP","391","26515  >  61165 Len=349"
"32098","361.276264","5.42.173.252","192.168.2.107","UDP","731","26515  >  61165 Len=689"
"32099","361.289269","5.42.173.252","192.168.2.107","UDP","753","26515  >  61165 Len=711"
"32101","361.304266","5.42.173.252","192.168.2.107","UDP","356","26515  >  61165 Len=314"
"32102","361.319012","5.42.173.252","192.168.2.107","UDP","330","26515  >  61165 Len=288"
"32104","361.334891","5.42.173.252","192.168.2.107","UDP","368","26515  >  61165 Len=326"
"32107","361.349268","5.42.173.252","192.168.2.107","UDP","336","26515  >  61165 Len=294"
"32109","361.365268","5.42.173.252","192.168.2.107","UDP","413","26515  >  61165 Len=371"
"32111","361.380270","5.42.173.252","192.168.2.107","UDP","387","26515  >  61165 Len=345"
"32113","361.396081","5.42.173.252","192.168.2.107","UDP","379","26515  >  61165 Len=337"
"32115","361.412273","5.42.173.252","192.168.2.107","UDP","374","26515  >  61165 Len=332"
"32117","361.427112","5.42.173.252","192.168.2.107","UDP","343","26515  >  61165 Len=301"
"32120","361.442270","5.42.173.252","192.168.2.107","UDP","345","26515  >  61165 Len=303"
"32122","361.458271","5.42.173.252","192.168.2.107","UDP","355","26515  >  61165 Len=313"
"32124","361.472272","5.42.173.252","192.168.2.107","UDP","345","26515  >  61165 Len=303"
"32127","361.487272","5.42.173.252","192.168.2.107","UDP","347","26515  >  61165 Len=305"
"32130","361.503269","5.42.173.252","192.168.2.107","UDP","363","26515  >  61165 Len=321"
"32132","361.518271","5.42.173.252","192.168.2.107","UDP","354","26515  >  61165 Len=312"
"32134","361.534272","5.42.173.252","192.168.2.107","UDP","424","26515  >  61165 Len=382"
"32136","361.547273","5.42.173.252","192.168.2.107","UDP","185","26515  >  61165 Len=143"
"32138","361.565273","5.42.173.252","192.168.2.107","UDP","354","26515  >  61165 Len=312"
"32141","361.580274","5.42.173.252","192.168.2.107","UDP","380","26515  >  61165 Len=338"
"32143","361.595273","5.42.173.252","192.168.2.107","UDP","392","26515  >  61165 Len=350"
"32145","361.611278","5.42.173.252","192.168.2.107","UDP","563","26515  >  61165 Len=521"
"32147","361.625276","5.42.173.252","192.168.2.107","UDP","367","26515  >  61165 Len=325"
"32149","361.642277","5.42.173.252","192.168.2.107","UDP","368","26515  >  61165 Len=326"
"32151","361.656276","5.42.173.252","192.168.2.107","UDP","347","26515  >  61165 Len=305"
"32153","361.671278","5.42.173.252","192.168.2.107","UDP","429","26515  >  61165 Len=387"
"32156","361.687275","5.42.173.252","192.168.2.107","UDP","426","26515  >  61165 Len=384"
"32158","361.704278","5.42.173.252","192.168.2.107","UDP","412","26515  >  61165 Len=370"
"32160","361.718276","5.42.173.252","192.168.2.107","UDP","372","26515  >  61165 Len=330"
"32162","361.734721","5.42.173.252","192.168.2.107","UDP","418","26515  >  61165 Len=376"
"32164","361.748276","5.42.173.252","192.168.2.107","UDP","328","26515  >  61165 Len=286"
"32166","361.763956","5.42.173.252","192.168.2.107","UDP","348","26515  >  61165 Len=306"
"32168","361.779278","5.42.173.252","192.168.2.107","UDP","322","26515  >  61165 Len=280"
"32170","361.794282","5.42.173.252","192.168.2.107","UDP","329","26515  >  61165 Len=287"
"32172","361.810280","5.42.173.252","192.168.2.107","UDP","415","26515  >  61165 Len=373"
"32174","361.824281","5.42.173.252","192.168.2.107","UDP","365","26515  >  61165 Len=323"
"32176","361.840200","5.42.173.252","192.168.2.107","UDP","324","26515  >  61165 Len=282"
"32179","361.854489","5.42.173.252","192.168.2.107","UDP","342","26515  >  61165 Len=300"
"32181","361.871284","5.42.173.252","192.168.2.107","UDP","373","26515  >  61165 Len=331"
"32182","361.883283","5.42.173.252","192.168.2.107","UDP","188","26515  >  61165 Len=146"
"32184","361.901285","5.42.173.252","192.168.2.107","UDP","340","26515  >  61165 Len=298"
"32186","361.918280","5.42.173.252","192.168.2.107","UDP","333","26515  >  61165 Len=291"
"32188","361.932281","5.42.173.252","192.168.2.107","UDP","339","26515  >  61165 Len=297"
"32189","361.946284","5.42.173.252","192.168.2.107","UDP","370","26515  >  61165 Len=328"
"32191","361.964281","5.42.173.252","192.168.2.107","UDP","415","26515  >  61165 Len=373"
"32193","361.977284","5.42.173.252","192.168.2.107","UDP","368","26515  >  61165 Len=326"
"32195","361.993280","5.42.173.252","192.168.2.107","UDP","354","26515  >  61165 Len=312"
"32197","362.007285","5.42.173.252","192.168.2.107","UDP","347","26515  >  61165 Len=305"
"32199","362.023284","5.42.173.252","192.168.2.107","UDP","363","26515  >  61165 Len=321"
"32201","362.038283","5.42.173.252","192.168.2.107","UDP","349","26515  >  61165 Len=307"
"32203","362.053283","5.42.173.252","192.168.2.107","UDP","396","26515  >  61165 Len=354"
"32205","362.069284","5.42.173.252","192.168.2.107","UDP","378","26515  >  61165 Len=336"
"32208","362.084283","5.42.173.252","192.168.2.107","UDP","430","26515  >  61165 Len=388"
"32210","362.101085","5.42.173.252","192.168.2.107","UDP","683","26515  >  61165 Len=641"
"32212","362.116287","5.42.173.252","192.168.2.107","UDP","647","26515  >  61165 Len=605"
"32214","362.129286","5.42.173.252","192.168.2.107","UDP","338","26515  >  61165 Len=296"
"32216","362.144787","5.42.173.252","192.168.2.107","UDP","341","26515  >  61165 Len=299"
"32218","362.159509","5.42.173.252","192.168.2.107","UDP","359","26515  >  61165 Len=317"
"32220","362.175098","5.42.173.252","192.168.2.107","UDP","444","26515  >  61165 Len=402"
"32223","362.191287","5.42.173.252","192.168.2.107","UDP","364","26515  >  61165 Len=322"
"32225","362.208290","5.42.173.252","192.168.2.107","UDP","633","26515  >  61165 Len=591"
"32226","362.220290","5.42.173.252","192.168.2.107","UDP","180","26515  >  61165 Len=138"
"32228","362.238288","5.42.173.252","192.168.2.107","UDP","445","26515  >  61165 Len=403"
"32230","362.253293","5.42.173.252","192.168.2.107","UDP","474","26515  >  61165 Len=432"
"32232","362.267290","5.42.173.252","192.168.2.107","UDP","332","26515  >  61165 Len=290"
"32235","362.282288","5.42.173.252","192.168.2.107","UDP","358","26515  >  61165 Len=316"
"32238","362.298287","5.42.173.252","192.168.2.107","UDP","494","26515  >  61165 Len=452"
"32240","362.314293","5.42.173.252","192.168.2.107","UDP","489","26515  >  61165 Len=447"
"32243","362.328284","5.42.173.252","192.168.2.107","UDP","370","26515  >  61165 Len=328"
"32246","362.343291","5.42.173.252","192.168.2.107","UDP","346","26515  >  61165 Len=304"
"32248","362.358292","5.42.173.252","192.168.2.107","UDP","335","26515  >  61165 Len=293"
"32250","362.374293","5.42.173.252","192.168.2.107","UDP","368","26515  >  61165 Len=326"
"32252","362.388292","5.42.173.252","192.168.2.107","UDP","361","26515  >  61165 Len=319"
"32254","362.404292","5.42.173.252","192.168.2.107","UDP","416","26515  >  61165 Len=374"
"32257","362.421294","5.42.173.252","192.168.2.107","UDP","339","26515  >  61165 Len=297"
"32259","362.434291","5.42.173.252","192.168.2.107","UDP","335","26515  >  61165 Len=293"
"32260","362.450216","5.42.173.252","192.168.2.107","UDP","348","26515  >  61165 Len=306"
"32262","362.465296","5.42.173.252","192.168.2.107","UDP","350","26515  >  61165 Len=308"
"32266","362.480293","5.42.173.252","192.168.2.107","UDP","378","26515  >  61165 Len=336"
"32268","362.495295","5.42.173.252","192.168.2.107","UDP","352","26515  >  61165 Len=310"
"32269","362.512296","5.42.173.252","192.168.2.107","UDP","530","26515  >  61165 Len=488"
"32271","362.526299","5.42.173.252","192.168.2.107","UDP","335","26515  >  61165 Len=293"
"32273","362.538892","5.42.173.252","192.168.2.107","UDP","193","26515  >  61165 Len=151"
"32274","362.555891","5.42.173.252","192.168.2.107","UDP","374","26515  >  61165 Len=332"
"32277","362.572295","5.42.173.252","192.168.2.107","UDP","450","26515  >  61165 Len=408"
"32279","362.587293","5.42.173.252","192.168.2.107","UDP","359","26515  >  61165 Len=317"
"32281","362.602296","5.42.173.252","192.168.2.107","UDP","350","26515  >  61165 Len=308"
"32283","362.618297","5.42.173.252","192.168.2.107","UDP","414","26515  >  61165 Len=372"
"32285","362.632300","5.42.173.252","192.168.2.107","UDP","337","26515  >  61165 Len=295"
"32287","362.648299","5.42.173.252","192.168.2.107","UDP","361","26515  >  61165 Len=319"
"32289","362.664299","5.42.173.252","192.168.2.107","UDP","365","26515  >  61165 Len=323"
"32291","362.679300","5.42.173.252","192.168.2.107","UDP","354","26515  >  61165 Len=312"
"32293","362.695299","5.42.173.252","192.168.2.107","UDP","540","26515  >  61165 Len=498"
"32295","362.710175","5.42.173.252","192.168.2.107","UDP","460","26515  >  61165 Len=418"
"32298","362.725297","5.42.173.252","192.168.2.107","UDP","389","26515  >  61165 Len=347"
"32300","362.740303","5.42.173.252","192.168.2.107","UDP","354","26515  >  61165 Len=312"
"32302","362.755298","5.42.173.252","192.168.2.107","UDP","354","26515  >  61165 Len=312"
"32304","362.771303","5.42.173.252","192.168.2.107","UDP","411","26515  >  61165 Len=369"
"32306","362.786303","5.42.173.252","192.168.2.107","UDP","337","26515  >  61165 Len=295"
"32308","362.802303","5.42.173.252","192.168.2.107","UDP","359","26515  >  61165 Len=317"
"32310","362.817302","5.42.173.252","192.168.2.107","UDP","405","26515  >  61165 Len=363"
"32312","362.832072","5.42.173.252","192.168.2.107","UDP","365","26515  >  61165 Len=323"
"32315","362.848303","5.42.173.252","192.168.2.107","UDP","366","26515  >  61165 Len=324"
"32317","362.863301","5.42.173.252","192.168.2.107","UDP","382","26515  >  61165 Len=340"
"32319","362.878302","5.42.173.252","192.168.2.107","UDP","393","26515  >  61165 Len=351"
"32321","362.891174","5.42.173.252","192.168.2.107","UDP","159","26515  >  61165 Len=117"
"32323","362.909304","5.42.173.252","192.168.2.107","UDP","381","26515  >  61165 Len=339"
"32325","362.925302","5.42.173.252","192.168.2.107","UDP","635","26515  >  61165 Len=593"
"32326","362.939151","5.42.173.252","192.168.2.107","UDP","374","26515  >  61165 Len=332"
"32328","362.954304","5.42.173.252","192.168.2.107","UDP","376","26515  >  61165 Len=334"
"32330","362.970310","5.42.173.252","192.168.2.107","UDP","363","26515  >  61165 Len=321"
"32332","362.987305","5.42.173.252","192.168.2.107","UDP","368","26515  >  61165 Len=326"
"32334","363.001084","5.42.173.252","192.168.2.107","UDP","369","26515  >  61165 Len=327"
"32337","363.015306","5.42.173.252","192.168.2.107","UDP","342","26515  >  61165 Len=300"
"32338","363.030648","5.42.173.252","192.168.2.107","UDP","342","26515  >  61165 Len=300"
"32340","363.046306","5.42.173.252","192.168.2.107","UDP","327","26515  >  61165 Len=285"
"32343","363.062306","5.42.173.252","192.168.2.107","UDP","376","26515  >  61165 Len=334"
"32345","363.077307","5.42.173.252","192.168.2.107","UDP","329","26515  >  61165 Len=287"
"32347","363.092311","5.42.173.252","192.168.2.107","UDP","433","26515  >  61165 Len=391"
"32349","363.108311","5.42.173.252","192.168.2.107","UDP","478","26515  >  61165 Len=436"
"32351","363.122670","5.42.173.252","192.168.2.107","UDP","443","26515  >  61165 Len=401"
"32353","363.138310","5.42.173.252","192.168.2.107","UDP","433","26515  >  61165 Len=391"
"32356","363.152315","5.42.173.252","192.168.2.107","UDP","403","26515  >  61165 Len=361"
"32358","363.168309","5.42.173.252","192.168.2.107","UDP","434","26515  >  61165 Len=392"
"32360","363.188312","5.42.173.252","192.168.2.107","UDP","423","26515  >  61165 Len=381"
"32361","363.194309","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32362","363.195304","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32363","363.195305","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32364","363.196302","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32365","363.197302","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32366","363.198303","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32367","363.198304","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32368","363.199303","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32369","363.205312","5.42.173.252","192.168.2.107","UDP","420","26515  >  61165 Len=378"
"32370","363.207308","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32371","363.207310","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32372","363.208305","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32373","363.209306","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32374","363.209307","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32375","363.210838","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32376","363.211027","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32377","363.211923","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32379","363.220313","5.42.173.252","192.168.2.107","UDP","344","26515  >  61165 Len=302"
"32380","363.222307","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32381","363.222308","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32382","363.223305","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32383","363.224304","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32384","363.224305","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32385","363.226305","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32386","363.226306","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32387","363.227307","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32389","363.236314","5.42.173.252","192.168.2.107","UDP","608","26515  >  61165 Len=566"
"32390","363.236315","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32391","363.237307","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32392","363.238305","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32393","363.239308","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32394","363.240116","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32395","363.241310","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32396","363.241311","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32397","363.242292","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32399","363.250861","5.42.173.252","192.168.2.107","UDP","419","26515  >  61165 Len=377"
"32400","363.252311","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32401","363.252313","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32402","363.253308","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32403","363.254327","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32404","363.256309","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32405","363.256310","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32406","363.256311","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32407","363.257306","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32409","363.265310","5.42.173.252","192.168.2.107","UDP","367","26515  >  61165 Len=325"
"32410","363.267305","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32411","363.267306","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32412","363.268306","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32413","363.268307","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32414","363.269309","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32415","363.270306","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32416","363.272308","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32417","363.272310","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32419","363.281315","5.42.173.252","192.168.2.107","UDP","400","26515  >  61165 Len=358"
"32420","363.283311","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32421","363.283313","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32422","363.284308","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32423","363.284309","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32424","363.285305","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32425","363.286304","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32426","363.288307","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32427","363.288308","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32429","363.296287","5.42.173.252","192.168.2.107","UDP","344","26515  >  61165 Len=302"
"32430","363.298312","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
"32431","363.298313","5.42.173.252","192.168.2.107","UDP","1106","26515  >  61165 Len=1064"
