"No.","Time","Source","Destination","Protocol","Length","Info"
"4715","142.501841","5.42.173.252","192.168.2.107","UDP","413","26515  >  61165 Len=371"
"4718","142.515269","5.42.173.252","192.168.2.107","UDP","118","26515  >  61165 Len=76"
"4719","142.531394","5.42.173.252","192.168.2.107","UDP","296","26515  >  61165 Len=254"
"4721","142.546180","5.42.173.252","192.168.2.107","UDP","290","26515  >  61165 Len=248"
"4723","142.563258","5.42.173.252","192.168.2.107","UDP","355","26515  >  61165 Len=313"
"4725","142.578252","5.42.173.252","192.168.2.107","UDP","291","26515  >  61165 Len=249"
"4727","142.593249","5.42.173.252","192.168.2.107","UDP","283","26515  >  61165 Len=241"
"4729","142.608250","5.42.173.252","192.168.2.107","UDP","281","26515  >  61165 Len=239"
"4730","142.624195","5.42.173.252","192.168.2.107","UDP","286","26515  >  61165 Len=244"
"4732","142.639250","5.42.173.252","192.168.2.107","UDP","290","26515  >  61165 Len=248"
"4733","142.654249","5.42.173.252","192.168.2.107","UDP","337","26515  >  61165 Len=295"
"4734","142.669251","5.42.173.252","192.168.2.107","UDP","346","26515  >  61165 Len=304"
"4735","142.683787","5.42.173.252","192.168.2.107","UDP","317","26515  >  61165 Len=275"
"4737","142.699252","5.42.173.252","192.168.2.107","UDP","321","26515  >  61165 Len=279"
"4739","142.713972","5.42.173.252","192.168.2.107","UDP","338","26515  >  61165 Len=296"
"4741","142.729253","5.42.173.252","192.168.2.107","UDP","301","26515  >  61165 Len=259"
"4743","142.745255","5.42.173.252","192.168.2.107","UDP","315","26515  >  61165 Len=273"
"4745","142.760254","5.42.173.252","192.168.2.107","UDP","325","26515  >  61165 Len=283"
"4747","142.775256","5.42.173.252","192.168.2.107","UDP","333","26515  >  61165 Len=291"
"4749","142.792253","5.42.173.252","192.168.2.107","UDP","833","26515  >  61165 Len=791"
"4751","142.806256","5.42.173.252","192.168.2.107","UDP","325","26515  >  61165 Len=283"
"4752","142.819256","5.42.173.252","192.168.2.107","UDP","139","26515  >  61165 Len=97"
"4753","142.835919","5.42.173.252","192.168.2.107","UDP","320","26515  >  61165 Len=278"
"4755","142.852255","5.42.173.252","192.168.2.107","UDP","332","26515  >  61165 Len=290"
"4757","142.867256","5.42.173.252","192.168.2.107","UDP","310","26515  >  61165 Len=268"
"4759","142.882257","5.42.173.252","192.168.2.107","UDP","313","26515  >  61165 Len=271"
"4761","142.897257","5.42.173.252","192.168.2.107","UDP","310","26515  >  61165 Len=268"
"4763","142.912523","5.42.173.252","192.168.2.107","UDP","319","26515  >  61165 Len=277"
"4765","142.928261","5.42.173.252","192.168.2.107","UDP","375","26515  >  61165 Len=333"
"4768","142.944260","5.42.173.252","192.168.2.107","UDP","336","26515  >  61165 Len=294"
"4769","142.960259","5.42.173.252","192.168.2.107","UDP","398","26515  >  61165 Len=356"
"4771","142.975258","5.42.173.252","192.168.2.107","UDP","358","26515  >  61165 Len=316"
"4773","142.990258","5.42.173.252","192.168.2.107","UDP","323","26515  >  61165 Len=281"
"4774","143.006260","5.42.173.252","192.168.2.107","UDP","323","26515  >  61165 Len=281"
"4776","143.021259","5.42.173.252","192.168.2.107","UDP","321","26515  >  61165 Len=279"
"4779","143.036261","5.42.173.252","192.168.2.107","UDP","323","26515  >  61165 Len=281"
"4780","143.051259","5.42.173.252","192.168.2.107","UDP","323","26515  >  61165 Len=281"
"4781","143.066259","5.42.173.252","192.168.2.107","UDP","401","26515  >  61165 Len=359"
"4784","143.082262","5.42.173.252","192.168.2.107","UDP","337","26515  >  61165 Len=295"
"4785","143.096818","5.42.173.252","192.168.2.107","UDP","399","26515  >  61165 Len=357"
"4786","143.112316","5.42.173.252","192.168.2.107","UDP","371","26515  >  61165 Len=329"
"4787","143.127263","5.42.173.252","192.168.2.107","UDP","348","26515  >  61165 Len=306"
"4789","143.143263","5.42.173.252","192.168.2.107","UDP","379","26515  >  61165 Len=337"
"4791","143.158266","5.42.173.252","192.168.2.107","UDP","331","26515  >  61165 Len=289"
"4793","143.174263","5.42.173.252","192.168.2.107","UDP","323","26515  >  61165 Len=281"
"4794","143.190266","5.42.173.252","192.168.2.107","UDP","329","26515  >  61165 Len=287"
"4795","143.203266","5.42.173.252","192.168.2.107","UDP","84","26515  >  61165 Len=42"
"4797","143.220264","5.42.173.252","192.168.2.107","UDP","320","26515  >  61165 Len=278"
"4799","143.235264","5.42.173.252","192.168.2.107","UDP","332","26515  >  61165 Len=290"
"4801","143.250600","5.42.173.252","192.168.2.107","UDP","382","26515  >  61165 Len=340"
"4802","143.266265","5.42.173.252","192.168.2.107","UDP","386","26515  >  61165 Len=344"
"4804","143.281265","5.42.173.252","192.168.2.107","UDP","361","26515  >  61165 Len=319"
"4806","143.296265","5.42.173.252","192.168.2.107","UDP","361","26515  >  61165 Len=319"
"4808","143.311267","5.42.173.252","192.168.2.107","UDP","321","26515  >  61165 Len=279"
"4810","143.329264","5.42.173.252","192.168.2.107","UDP","321","26515  >  61165 Len=279"
"4811","143.343267","5.42.173.252","192.168.2.107","UDP","414","26515  >  61165 Len=372"
"4813","143.359267","5.42.173.252","192.168.2.107","UDP","761","26515  >  61165 Len=719"
"4815","143.373268","5.42.173.252","192.168.2.107","UDP","349","26515  >  61165 Len=307"
"4817","143.388270","5.42.173.252","192.168.2.107","UDP","349","26515  >  61165 Len=307"
"4819","143.404269","5.42.173.252","192.168.2.107","UDP","566","26515  >  61165 Len=524"
"4821","143.418270","5.42.173.252","192.168.2.107","UDP","323","26515  >  61165 Len=281"
"4822","143.433268","5.42.173.252","192.168.2.107","UDP","316","26515  >  61165 Len=274"
"4824","143.449267","5.42.173.252","192.168.2.107","UDP","339","26515  >  61165 Len=297"
"4825","143.465268","5.42.173.252","192.168.2.107","UDP","339","26515  >  61165 Len=297"
"4826","143.480268","5.42.173.252","192.168.2.107","UDP","302","26515  >  61165 Len=260"
"4829","143.494997","5.42.173.252","192.168.2.107","UDP","318","26515  >  61165 Len=276"
"4830","143.511269","5.42.173.252","192.168.2.107","UDP","323","26515  >  61165 Len=281"
"4833","143.526267","5.42.173.252","192.168.2.107","UDP","328","26515  >  61165 Len=286"
"4834","143.539273","5.42.173.252","192.168.2.107","UDP","132","26515  >  61165 Len=90"
"4837","143.561739","5.42.173.252","192.168.2.107","UDP","371","26515  >  61165 Len=329"
"4838","143.571272","5.42.173.252","192.168.2.107","UDP","261","26515  >  61165 Len=219"
"4840","143.587272","5.42.173.252","192.168.2.107","UDP","363","26515  >  61165 Len=321"
"4842","143.609274","5.42.173.252","192.168.2.107","UDP","347","26515  >  61165 Len=305"
"4843","143.617274","5.42.173.252","192.168.2.107","UDP","313","26515  >  61165 Len=271"
"4845","143.632855","5.42.173.252","192.168.2.107","UDP","341","26515  >  61165 Len=299"
"4846","143.647653","5.42.173.252","192.168.2.107","UDP","317","26515  >  61165 Len=275"
"4848","143.663081","5.42.173.252","192.168.2.107","UDP","316","26515  >  61165 Len=274"
"4850","143.681276","5.42.173.252","192.168.2.107","UDP","781","26515  >  61165 Len=739"
"4851","143.694713","5.42.173.252","192.168.2.107","UDP","388","26515  >  61165 Len=346"
"4853","143.709277","5.42.173.252","192.168.2.107","UDP","350","26515  >  61165 Len=308"
"4854","143.724548","5.42.173.252","192.168.2.107","UDP","506","26515  >  61165 Len=464"
"4856","143.740276","5.42.173.252","192.168.2.107","UDP","330","26515  >  61165 Len=288"
"4857","143.755321","5.42.173.252","192.168.2.107","UDP","337","26515  >  61165 Len=295"
"4859","143.770339","5.42.173.252","192.168.2.107","UDP","337","26515  >  61165 Len=295"
"4861","143.785649","5.42.173.252","192.168.2.107","UDP","342","26515  >  61165 Len=300"
"4863","143.801277","5.42.173.252","192.168.2.107","UDP","334","26515  >  61165 Len=292"
"4864","143.817278","5.42.173.252","192.168.2.107","UDP","351","26515  >  61165 Len=309"
"4867","143.831452","5.42.173.252","192.168.2.107","UDP","303","26515  >  61165 Len=261"
"4868","143.847547","5.42.173.252","192.168.2.107","UDP","401","26515  >  61165 Len=359"
"4870","143.863279","5.42.173.252","192.168.2.107","UDP","303","26515  >  61165 Len=261"
"4872","143.877280","5.42.173.252","192.168.2.107","UDP","298","26515  >  61165 Len=256"
"4874","143.892278","5.42.173.252","192.168.2.107","UDP","99","26515  >  61165 Len=57"
"4876","143.907767","5.42.173.252","192.168.2.107","UDP","297","26515  >  61165 Len=255"
"4878","143.924281","5.42.173.252","192.168.2.107","UDP","387","26515  >  61165 Len=345"
"4880","143.939281","5.42.173.252","192.168.2.107","UDP","347","26515  >  61165 Len=305"
"4882","143.954279","5.42.173.252","192.168.2.107","UDP","373","26515  >  61165 Len=331"
"4884","143.970282","5.42.173.252","192.168.2.107","UDP","353","26515  >  61165 Len=311"
"4885","143.985285","5.42.173.252","192.168.2.107","UDP","332","26515  >  61165 Len=290"
"4887","144.001282","5.42.173.252","192.168.2.107","UDP","373","26515  >  61165 Len=331"
"4889","144.016282","5.42.173.252","192.168.2.107","UDP","330","26515  >  61165 Len=288"
"4891","144.031283","5.42.173.252","192.168.2.107","UDP","300","26515  >  61165 Len=258"
"4893","144.045815","5.42.173.252","192.168.2.107","UDP","323","26515  >  61165 Len=281"
"4895","144.062283","5.42.173.252","192.168.2.107","UDP","387","26515  >  61165 Len=345"
"4897","144.076284","5.42.173.252","192.168.2.107","UDP","347","26515  >  61165 Len=305"
"4898","144.092285","5.42.173.252","192.168.2.107","UDP","342","26515  >  61165 Len=300"
"4899","144.107679","5.42.173.252","192.168.2.107","UDP","430","26515  >  61165 Len=388"
"4901","144.122437","5.42.173.252","192.168.2.107","UDP","365","26515  >  61165 Len=323"
"4902","144.138288","5.42.173.252","192.168.2.107","UDP","383","26515  >  61165 Len=341"
"4904","144.153302","5.42.173.252","192.168.2.107","UDP","395","26515  >  61165 Len=353"
"4906","144.167975","5.42.173.252","192.168.2.107","UDP","361","26515  >  61165 Len=319"
"4907","144.183277","5.42.173.252","192.168.2.107","UDP","306","26515  >  61165 Len=264"
"4909","144.199289","5.42.173.252","192.168.2.107","UDP","300","26515  >  61165 Len=258"
"4911","144.214680","5.42.173.252","192.168.2.107","UDP","332","26515  >  61165 Len=290"
"4913","144.229287","5.42.173.252","192.168.2.107","UDP","320","26515  >  61165 Len=278"
"4914","144.243288","5.42.173.252","192.168.2.107","UDP","95","26515  >  61165 Len=53"
"4917","144.260286","5.42.173.252","192.168.2.107","UDP","312","26515  >  61165 Len=270"
"4918","144.275289","5.42.173.252","192.168.2.107","UDP","302","26515  >  61165 Len=260"
"4920","144.290184","5.42.173.252","192.168.2.107","UDP","318","26515  >  61165 Len=276"
"4922","144.305291","5.42.173.252","192.168.2.107","UDP","326","26515  >  61165 Len=284"
"4924","144.320292","5.42.173.252","192.168.2.107","UDP","326","26515  >  61165 Len=284"
"4926","144.336290","5.42.173.252","192.168.2.107","UDP","349","26515  >  61165 Len=307"
"4928","144.353290","5.42.173.252","192.168.2.107","UDP","377","26515  >  61165 Len=335"
"4929","144.367290","5.42.173.252","192.168.2.107","UDP","382","26515  >  61165 Len=340"
"4931","144.382294","5.42.173.252","192.168.2.107","UDP","296","26515  >  61165 Len=254"
"4932","144.398230","5.42.173.252","192.168.2.107","UDP","319","26515  >  61165 Len=277"
"4934","144.413020","5.42.173.252","192.168.2.107","UDP","339","26515  >  61165 Len=297"
"4936","144.428383","5.42.173.252","192.168.2.107","UDP","317","26515  >  61165 Len=275"
"4938","144.445295","5.42.173.252","192.168.2.107","UDP","290","26515  >  61165 Len=248"
"4940","144.461294","5.42.173.252","192.168.2.107","UDP","287","26515  >  61165 Len=245"
"4941","144.476291","5.42.173.252","192.168.2.107","UDP","302","26515  >  61165 Len=260"
"4943","144.490288","5.42.173.252","192.168.2.107","UDP","422","26515  >  61165 Len=380"
"4944","144.505293","5.42.173.252","192.168.2.107","UDP","298","26515  >  61165 Len=256"
"4945","144.521291","5.42.173.252","192.168.2.107","UDP","486","26515  >  61165 Len=444"
"4946","144.537199","5.42.173.252","192.168.2.107","UDP","344","26515  >  61165 Len=302"
"4948","144.551587","5.42.173.252","192.168.2.107","UDP","306","26515  >  61165 Len=264"
"4950","144.568298","5.42.173.252","192.168.2.107","UDP","321","26515  >  61165 Len=279"
"4952","144.584296","5.42.173.252","192.168.2.107","UDP","496","26515  >  61165 Len=454"
"4954","144.598296","5.42.173.252","192.168.2.107","UDP","340","26515  >  61165 Len=298"
"4955","144.611297","5.42.173.252","192.168.2.107","UDP","120","26515  >  61165 Len=78"
"4957","144.628299","5.42.173.252","192.168.2.107","UDP","340","26515  >  61165 Len=298"
"4959","144.645297","5.42.173.252","192.168.2.107","UDP","415","26515  >  61165 Len=373"
"4960","144.659299","5.42.173.252","192.168.2.107","UDP","403","26515  >  61165 Len=361"
"4962","144.675297","5.42.173.252","192.168.2.107","UDP","341","26515  >  61165 Len=299"
"4964","144.691299","5.42.173.252","192.168.2.107","UDP","316","26515  >  61165 Len=274"
"4966","144.705298","5.42.173.252","192.168.2.107","UDP","336","26515  >  61165 Len=294"
"4967","144.721302","5.42.173.252","192.168.2.107","UDP","281","26515  >  61165 Len=239"
"4969","144.736304","5.42.173.252","192.168.2.107","UDP","414","26515  >  61165 Len=372"
"4971","144.752300","5.42.173.252","192.168.2.107","UDP","367","26515  >  61165 Len=325"
"4972","144.767300","5.42.173.252","192.168.2.107","UDP","377","26515  >  61165 Len=335"
"4974","144.782306","5.42.173.252","192.168.2.107","UDP","369","26515  >  61165 Len=327"
"4976","144.797302","5.42.173.252","192.168.2.107","UDP","381","26515  >  61165 Len=339"
"4977","144.812501","5.42.173.252","192.168.2.107","UDP","383","26515  >  61165 Len=341"
"4979","144.828031","5.42.173.252","192.168.2.107","UDP","406","26515  >  61165 Len=364"
"4981","144.843301","5.42.173.252","192.168.2.107","UDP","359","26515  >  61165 Len=317"
"4984","144.858306","5.42.173.252","192.168.2.107","UDP","332","26515  >  61165 Len=290"
"4986","144.874191","5.42.173.252","192.168.2.107","UDP","376","26515  >  61165 Len=334"
"4989","144.889305","5.42.173.252","192.168.2.107","UDP","448","26515  >  61165 Len=406"
"4991","144.903149","5.42.173.252","192.168.2.107","UDP","308","26515  >  61165 Len=266"
"4993","144.919304","5.42.173.252","192.168.2.107","UDP","353","26515  >  61165 Len=311"
"4995","144.934303","5.42.173.252","192.168.2.107","UDP","391","26515  >  61165 Len=349"
"4997","144.947303","5.42.173.252","192.168.2.107","UDP","144","26515  >  61165 Len=102"
"4998","144.964304","5.42.173.252","192.168.2.107","UDP","311","26515  >  61165 Len=269"
"5000","144.979528","5.42.173.252","192.168.2.107","UDP","322","26515  >  61165 Len=280"
"5002","144.994307","5.42.173.252","192.168.2.107","UDP","310","26515  >  61165 Len=268"
"5004","145.009109","5.42.173.252","192.168.2.107","UDP","392","26515  >  61165 Len=350"
"5006","145.025309","5.42.173.252","192.168.2.107","UDP","408","26515  >  61165 Len=366"
"5008","145.041307","5.42.173.252","192.168.2.107","UDP","829","26515  >  61165 Len=787"
"5010","145.055308","5.42.173.252","192.168.2.107","UDP","351","26515  >  61165 Len=309"
"5012","145.070305","5.42.173.252","192.168.2.107","UDP","416","26515  >  61165 Len=374"
"5013","145.086304","5.42.173.252","192.168.2.107","UDP","512","26515  >  61165 Len=470"
"5014","145.100303","5.42.173.252","192.168.2.107","UDP","329","26515  >  61165 Len=287"
"5015","145.117310","5.42.173.252","192.168.2.107","UDP","400","26515  >  61165 Len=358"
"5017","145.132306","5.42.173.252","192.168.2.107","UDP","449","26515  >  61165 Len=407"
"5018","145.147310","5.42.173.252","192.168.2.107","UDP","351","26515  >  61165 Len=309"
"5019","145.162310","5.42.173.252","192.168.2.107","UDP","365","26515  >  61165 Len=323"
"5021","145.178307","5.42.173.252","192.168.2.107","UDP","369","26515  >  61165 Len=327"
"5022","145.193305","5.42.173.252","192.168.2.107","UDP","390","26515  >  61165 Len=348"
"5023","145.209311","5.42.173.252","192.168.2.107","UDP","403","26515  >  61165 Len=361"
"5025","145.224310","5.42.173.252","192.168.2.107","UDP","414","26515  >  61165 Len=372"
"5026","145.239311","5.42.173.252","192.168.2.107","UDP","420","26515  >  61165 Len=378"
"5028","145.255313","5.42.173.252","192.168.2.107","UDP","342","26515  >  61165 Len=300"
"5030","145.269242","5.42.173.252","192.168.2.107","UDP","322","26515  >  61165 Len=280"
"5031","145.282506","5.42.173.252","192.168.2.107","UDP","114","26515  >  61165 Len=72"
"5033","145.300082","5.42.173.252","192.168.2.107","UDP","383","26515  >  61165 Len=341"
"5035","145.316314","5.42.173.252","192.168.2.107","UDP","437","26515  >  61165 Len=395"
"5036","145.331311","5.42.173.252","192.168.2.107","UDP","423","26515  >  61165 Len=381"
"5037","145.346313","5.42.173.252","192.168.2.107","UDP","396","26515  >  61165 Len=354"
"5039","145.362315","5.42.173.252","192.168.2.107","UDP","411","26515  >  61165 Len=369"
"5041","145.376315","5.42.173.252","192.168.2.107","UDP","374","26515  >  61165 Len=332"
"5042","145.392313","5.42.173.252","192.168.2.107","UDP","328","26515  >  61165 Len=286"
"5044","145.408316","5.42.173.252","192.168.2.107","UDP","364","26515  >  61165 Len=322"
"5045","145.422314","5.42.173.252","192.168.2.107","UDP","349","26515  >  61165 Len=307"
"5047","145.438279","5.42.173.252","192.168.2.107","UDP","379","26515  >  61165 Len=337"
"5049","145.454315","5.42.173.252","192.168.2.107","UDP","424","26515  >  61165 Len=382"
"5051","145.472319","5.42.173.252","192.168.2.107","UDP","832","26515  >  61165 Len=790"
"5054","145.486313","5.42.173.252","192.168.2.107","UDP","387","26515  >  61165 Len=345"
"5056","145.501318","5.42.173.252","192.168.2.107","UDP","450","26515  >  61165 Len=408"
"5057","145.516317","5.42.173.252","192.168.2.107","UDP","532","26515  >  61165 Len=490"
"5059","145.531320","5.42.173.252","192.168.2.107","UDP","421","26515  >  61165 Len=379"
"5061","145.547190","5.42.173.252","192.168.2.107","UDP","387","26515  >  61165 Len=345"
"5062","145.560975","5.42.173.252","192.168.2.107","UDP","384","26515  >  61165 Len=342"
"5064","145.577214","5.42.173.252","192.168.2.107","UDP","427","26515  >  61165 Len=385"
"5065","145.592865","5.42.173.252","192.168.2.107","UDP","406","26515  >  61165 Len=364"
"5067","145.607294","5.42.173.252","192.168.2.107","UDP","406","26515  >  61165 Len=364"
"5068","145.622826","5.42.173.252","192.168.2.107","UDP","468","26515  >  61165 Len=426"
"5070","145.634596","5.42.173.252","192.168.2.107","UDP","158","26515  >  61165 Len=116"
"5071","145.653325","5.42.173.252","192.168.2.107","UDP","391","26515  >  61165 Len=349"
"5073","145.668322","5.42.173.252","192.168.2.107","UDP","412","26515  >  61165 Len=370"
"5074","145.682825","5.42.173.252","192.168.2.107","UDP","369","26515  >  61165 Len=327"
"5075","145.699320","5.42.173.252","192.168.2.107","UDP","402","26515  >  61165 Len=360"
"5076","145.713318","5.42.173.252","192.168.2.107","UDP","340","26515  >  61165 Len=298"
"5077","145.729321","5.42.173.252","192.168.2.107","UDP","403","26515  >  61165 Len=361"
"5079","145.744321","5.42.173.252","192.168.2.107","UDP","434","26515  >  61165 Len=392"
"5081","145.760320","5.42.173.252","192.168.2.107","UDP","436","26515  >  61165 Len=394"
"5082","145.775325","5.42.173.252","192.168.2.107","UDP","438","26515  >  61165 Len=396"
"5084","145.790323","5.42.173.252","192.168.2.107","UDP","416","26515  >  61165 Len=374"
"5086","145.806323","5.42.173.252","192.168.2.107","UDP","421","26515  >  61165 Len=379"
"5088","145.820146","5.42.173.252","192.168.2.107","UDP","390","26515  >  61165 Len=348"
"5090","145.836324","5.42.173.252","192.168.2.107","UDP","427","26515  >  61165 Len=385"
"5092","145.851324","5.42.173.252","192.168.2.107","UDP","407","26515  >  61165 Len=365"
"5093","145.866324","5.42.173.252","192.168.2.107","UDP","439","26515  >  61165 Len=397"
"5095","145.881325","5.42.173.252","192.168.2.107","UDP","417","26515  >  61165 Len=375"
"5097","145.896327","5.42.173.252","192.168.2.107","UDP","402","26515  >  61165 Len=360"
"5099","145.912323","5.42.173.252","192.168.2.107","UDP","544","26515  >  61165 Len=502"
"5101","145.927476","5.42.173.252","192.168.2.107","UDP","469","26515  >  61165 Len=427"
"5102","145.942327","5.42.173.252","192.168.2.107","UDP","347","26515  >  61165 Len=305"
"5104","145.955631","5.42.173.252","192.168.2.107","UDP","161","26515  >  61165 Len=119"
"5105","145.972382","5.42.173.252","192.168.2.107","UDP","378","26515  >  61165 Len=336"
"5106","145.989331","5.42.173.252","192.168.2.107","UDP","403","26515  >  61165 Len=361"
"5108","146.003556","5.42.173.252","192.168.2.107","UDP","461","26515  >  61165 Len=419"
"5110","146.018260","5.42.173.252","192.168.2.107","UDP","420","26515  >  61165 Len=378"
"5111","146.033772","5.42.173.252","192.168.2.107","UDP","383","26515  >  61165 Len=341"
"5113","146.048759","5.42.173.252","192.168.2.107","UDP","407","26515  >  61165 Len=365"
"5115","146.065184","5.42.173.252","192.168.2.107","UDP","482","26515  >  61165 Len=440"
"5117","146.079618","5.42.173.252","192.168.2.107","UDP","371","26515  >  61165 Len=329"
"5119","146.094338","5.42.173.252","192.168.2.107","UDP","398","26515  >  61165 Len=356"
"5120","146.110166","5.42.173.252","192.168.2.107","UDP","430","26515  >  61165 Len=388"
"5122","146.126330","5.42.173.252","192.168.2.107","UDP","467","26515  >  61165 Len=425"
"5124","146.140332","5.42.173.252","192.168.2.107","UDP","411","26515  >  61165 Len=369"
"5125","146.155332","5.42.173.252","192.168.2.107","UDP","427","26515  >  61165 Len=385"
"5127","146.171112","5.42.173.252","192.168.2.107","UDP","472","26515  >  61165 Len=430"
"5129","146.186331","5.42.173.252","192.168.2.107","UDP","362","26515  >  61165 Len=320"
"5131","146.202333","5.42.173.252","192.168.2.107","UDP","441","26515  >  61165 Len=399"
"5132","146.218336","5.42.173.252","192.168.2.107","UDP","422","26515  >  61165 Len=380"
"5134","146.233335","5.42.173.252","192.168.2.107","UDP","441","26515  >  61165 Len=399"
"5136","146.249336","5.42.173.252","192.168.2.107","UDP","448","26515  >  61165 Len=406"
"5138","146.264333","5.42.173.252","192.168.2.107","UDP","374","26515  >  61165 Len=332"
"5140","146.279573","5.42.173.252","192.168.2.107","UDP","384","26515  >  61165 Len=342"
"5141","146.295335","5.42.173.252","192.168.2.107","UDP","390","26515  >  61165 Len=348"
"5143","146.310335","5.42.173.252","192.168.2.107","UDP","356","26515  >  61165 Len=314"
"5144","146.322880","5.42.173.252","192.168.2.107","UDP","136","26515  >  61165 Len=94"
"5147","146.340334","5.42.173.252","192.168.2.107","UDP","352","26515  >  61165 Len=310"
"5148","146.355338","5.42.173.252","192.168.2.107","UDP","338","26515  >  61165 Len=296"
"5150","146.373338","5.42.173.252","192.168.2.107","UDP","483","26515  >  61165 Len=441"
"5152","146.388341","5.42.173.252","192.168.2.107","UDP","351","26515  >  61165 Len=309"
"5154","146.402338","5.42.173.252","192.168.2.107","UDP","338","26515  >  61165 Len=296"
"5156","146.418339","5.42.173.252","192.168.2.107","UDP","412","26515  >  61165 Len=370"
"5159","146.433337","5.42.173.252","192.168.2.107","UDP","369","26515  >  61165 Len=327"
"5160","146.449338","5.42.173.252","192.168.2.107","UDP","325","26515  >  61165 Len=283"
"5162","146.465371","5.42.173.252","192.168.2.107","UDP","417","26515  >  61165 Len=375"
"5163","146.479162","5.42.173.252","192.168.2.107","UDP","381","26515  >  61165 Len=339"
"5166","146.495448","5.42.173.252","192.168.2.107","UDP","525","26515  >  61165 Len=483"
"5167","146.510471","5.42.173.252","192.168.2.107","UDP","446","26515  >  61165 Len=404"
"5169","146.526337","5.42.173.252","192.168.2.107","UDP","457","26515  >  61165 Len=415"
"5171","146.541340","5.42.173.252","192.168.2.107","UDP","431","26515  >  61165 Len=389"
"5173","146.556806","5.42.173.252","192.168.2.107","UDP","468","26515  >  61165 Len=426"
"5174","146.571123","5.42.173.252","192.168.2.107","UDP","370","26515  >  61165 Len=328"
"5176","146.586604","5.42.173.252","192.168.2.107","UDP","399","26515  >  61165 Len=357"
"5178","146.603340","5.42.173.252","192.168.2.107","UDP","435","26515  >  61165 Len=393"
"5179","146.618347","5.42.173.252","192.168.2.107","UDP","407","26515  >  61165 Len=365"
"5182","146.634342","5.42.173.252","192.168.2.107","UDP","492","26515  >  61165 Len=450"
"5184","146.649343","5.42.173.252","192.168.2.107","UDP","408","26515  >  61165 Len=366"
"5186","146.663996","5.42.173.252","192.168.2.107","UDP","456","26515  >  61165 Len=414"
"5190","146.680439","5.42.173.252","192.168.2.107","UDP","367","26515  >  61165 Len=325"
"5192","146.700591","5.42.173.252","192.168.2.107","UDP","1260","26515  >  61165 Len=1218"
"5194","146.714816","5.42.173.252","192.168.2.107","UDP","954","26515  >  61165 Len=912"
"5195","146.728047","5.42.173.252","192.168.2.107","UDP","800","26515  >  61165 Len=758"
"5197","146.744346","5.42.173.252","192.168.2.107","UDP","680","26515  >  61165 Len=638"
"5199","146.759347","5.42.173.252","192.168.2.107","UDP","386","26515  >  61165 Len=344"
"5200","146.774178","5.42.173.252","192.168.2.107","UDP","440","26515  >  61165 Len=398"
"5202","146.786805","5.42.173.252","192.168.2.107","UDP","119","26515  >  61165 Len=77"
"5203","146.805347","5.42.173.252","192.168.2.107","UDP","343","26515  >  61165 Len=301"
"5205","146.819347","5.42.173.252","192.168.2.107","UDP","357","26515  >  61165 Len=315"
"5206","146.835347","5.42.173.252","192.168.2.107","UDP","401","26515  >  61165 Len=359"
"5208","146.851616","5.42.173.252","192.168.2.107","UDP","344","26515  >  61165 Len=302"
"5212","146.866345","5.42.173.252","192.168.2.107","UDP","404","26515  >  61165 Len=362"
"5213","146.880363","5.42.173.252","192.168.2.107","UDP","332","26515  >  61165 Len=290"
"5215","146.895838","5.42.173.252","192.168.2.107","RTCP","354","Application specific   ( \036\317\231\204 ) subtype=23[Malformed Packet]"
"5218","146.912347","5.42.173.252","192.168.2.107","UDP","423","26515  >  61165 Len=381"
"5219","146.926092","5.42.173.252","192.168.2.107","UDP","337","26515  >  61165 Len=295"
"5222","146.941349","5.42.173.252","192.168.2.107","UDP","300","26515  >  61165 Len=258"
"5224","146.957348","5.42.173.252","192.168.2.107","UDP","389","26515  >  61165 Len=347"
"5225","146.972658","5.42.173.252","192.168.2.107","UDP","350","26515  >  61165 Len=308"
"5227","146.987350","5.42.173.252","192.168.2.107","UDP","361","26515  >  61165 Len=319"
"5228","147.002467","5.42.173.252","192.168.2.107","UDP","413","26515  >  61165 Len=371"
"5230","147.017353","5.42.173.252","192.168.2.107","UDP","369","26515  >  61165 Len=327"
"5232","147.033352","5.42.173.252","192.168.2.107","UDP","358","26515  >  61165 Len=316"
"5235","147.049352","5.42.173.252","192.168.2.107","UDP","316","26515  >  61165 Len=274"
"5236","147.064354","5.42.173.252","192.168.2.107","UDP","348","26515  >  61165 Len=306"
"5238","147.079354","5.42.173.252","192.168.2.107","UDP","356","26515  >  61165 Len=314"
"5239","147.094354","5.42.173.252","192.168.2.107","UDP","360","26515  >  61165 Len=318"
"5241","147.106640","5.42.173.252","192.168.2.107","UDP","138","26515  >  61165 Len=96"
"5243","147.124378","5.42.173.252","192.168.2.107","UDP","327","26515  >  61165 Len=285"
"5245","147.139696","5.42.173.252","192.168.2.107","UDP","371","26515  >  61165 Len=329"
"5246","147.155122","5.42.173.252","192.168.2.107","UDP","415","26515  >  61165 Len=373"
"5248","147.169298","5.42.173.252","192.168.2.107","UDP","313","26515  >  61165 Len=271"
"5250","147.186353","5.42.173.252","192.168.2.107","UDP","391","26515  >  61165 Len=349"
"5251","147.201301","5.42.173.252","192.168.2.107","UDP","419","26515  >  61165 Len=377"
"5253","147.216355","5.42.173.252","192.168.2.107","UDP","365","26515  >  61165 Len=323"
"5254","147.232357","5.42.173.252","192.168.2.107","UDP","356","26515  >  61165 Len=314"
